long,lat,red,green,blue
33.85,-3.9937000000000005,109,108,101
33.875,-3.9937000000000005,84,73,41
33.9,-3.9937000000000005,111,107,101
33.925,-3.9937000000000005,110,107,101
33.95,-3.9937000000000005,51,46,41
33.975,-3.9937000000000005,112,104,100
34,-3.9937000000000005,112,103,100
34.025,-3.9937000000000005,111,102,99
34.05,-3.9937000000000005,111,102,99
34.075,-3.9937000000000005,109,103,99
34.1,-3.9937000000000005,90,58,36
34.125,-3.9937000000000005,106,102,97
34.15,-3.9937000000000005,65,79,34
34.175,-3.9937000000000005,78,65,33
34.2,-3.9937000000000005,45,35,33
34.225,-3.9937000000000005,43,35,32
34.25,-3.9937000000000005,88,51,31
34.275,-3.9937000000000005,86,51,30
34.3,-3.9937000000000005,38,33,29
31.175,-3.956199999999999,49,30,34
31.2,-3.956199999999999,45,25,40
31.225,-3.956199999999999,30,25,57
31.25,-3.956199999999999,41,30,46
31.275,-3.956199999999999,51,26,36
31.3,-3.956199999999999,53,28,37
31.325,-3.956199999999999,68,20,23
31.35,-3.956199999999999,78,16,16
31.375,-3.956199999999999,78,19,19
31.4,-3.956199999999999,68,30,30
31.425,-3.956199999999999,65,34,34
31.45,-3.956199999999999,65,37,37
31.475,-3.956199999999999,67,37,37
31.5,-3.956199999999999,70,34,34
31.525,-3.956199999999999,71,28,33
31.55,-3.956199999999999,72,24,34
31.575,-3.956199999999999,68,28,40
31.6,-3.956199999999999,63,26,47
31.625,-3.956199999999999,60,27,51
31.65,-3.956199999999999,57,41,57
31.675,-3.956199999999999,55,53,62
31.7,-3.956199999999999,62,54,55
31.725,-3.956199999999999,67,51,51
31.75,-3.956199999999999,65,55,56
31.775,-3.956199999999999,59,54,64
31.8,-3.956199999999999,38,35,86
31.825,-3.956199999999999,44,42,81
31.85,-3.956199999999999,49,47,79
31.875,-3.956199999999999,60,57,69
31.9,-3.956199999999999,61,57,69
31.925,-3.956199999999999,57,53,75
31.95,-3.956199999999999,40,39,96
31.975,-3.956199999999999,26,24,113
32,-3.956199999999999,17,16,122
32.025,-3.956199999999999,1,1,140
32.05,-3.956199999999999,0,0,144
32.075,-3.956199999999999,0,0,145
32.1,-3.956199999999999,13,12,135
32.125,-3.956199999999999,28,27,120
32.15,-3.956199999999999,42,39,107
32.175,-3.956199999999999,12,11,77
32.225,-3.956199999999999,10,9,143
32.25,-3.956199999999999,63,58,94
32.275,-3.956199999999999,79,73,78
32.3,-3.956199999999999,81,77,79
32.325,-3.956199999999999,84,77,78
32.35,-3.956199999999999,86,79,79
32.375,-3.956199999999999,52,45,45
32.4,-3.956199999999999,87,80,80
32.425,-3.956199999999999,89,81,81
32.45,-3.956199999999999,89,81,81
32.475,-3.956199999999999,91,83,83
32.5,-3.956199999999999,91,85,84
32.525,-3.956199999999999,92,86,85
32.55,-3.956199999999999,92,86,85
32.575,-3.956199999999999,94,88,87
32.6,-3.956199999999999,95,86,86
32.625,-3.956199999999999,96,87,87
32.65,-3.956199999999999,97,87,87
32.675,-3.956199999999999,97,87,87
32.7,-3.956199999999999,97,88,89
32.725,-3.956199999999999,96,87,90
32.75,-3.956199999999999,99,89,90
32.775,-3.956199999999999,100,89,89
32.8,-3.956199999999999,101,91,91
32.825,-3.956199999999999,102,91,91
32.85,-3.956199999999999,103,92,92
32.875,-3.956199999999999,103,92,92
32.9,-3.956199999999999,104,94,94
32.925,-3.956199999999999,104,95,94
32.95,-3.956199999999999,104,95,94
32.975,-3.956199999999999,104,96,94
33,-3.956199999999999,107,97,96
33.025,-3.956199999999999,106,97,96
33.05,-3.956199999999999,106,98,96
33.075,-3.956199999999999,107,98,97
33.1,-3.956199999999999,108,98,97
33.125,-3.956199999999999,109,99,97
33.15,-3.956199999999999,108,99,97
33.175,-3.956199999999999,108,100,98
33.2,-3.956199999999999,110,101,98
33.225,-3.956199999999999,109,102,99
33.25,-3.956199999999999,108,104,99
33.275,-3.956199999999999,108,105,100
33.3,-3.956199999999999,105,108,100
33.325,-3.956199999999999,108,106,100
33.35,-3.956199999999999,111,105,101
33.375,-3.956199999999999,109,107,101
33.4,-3.956199999999999,107,111,102
33.425,-3.956199999999999,108,109,101
33.45,-3.956199999999999,111,109,102
33.475,-3.956199999999999,111,110,103
33.5,-3.956199999999999,111,111,103
33.525,-3.956199999999999,114,108,103
33.55,-3.956199999999999,114,107,103
33.575,-3.956199999999999,95,71,48
33.6,-3.956199999999999,91,75,47
33.625,-3.956199999999999,113,108,103
33.65,-3.956199999999999,114,107,102
33.675,-3.956199999999999,116,104,102
33.7,-3.956199999999999,117,104,102
33.725,-3.956199999999999,115,106,103
33.75,-3.956199999999999,116,105,103
33.775,-3.956199999999999,115,104,101
33.8,-3.956199999999999,115,105,102
33.825,-3.956199999999999,111,107,101
33.85,-3.956199999999999,112,108,102
33.875,-3.956199999999999,111,107,101
33.9,-3.956199999999999,111,107,101
33.925,-3.956199999999999,110,108,101
33.95,-3.956199999999999,112,105,101
33.975,-3.956199999999999,113,105,101
34,-3.956199999999999,113,102,100
34.025,-3.956199999999999,112,103,100
34.05,-3.956199999999999,112,103,100
34.075,-3.956199999999999,99,51,37
34.1,-3.956199999999999,98,51,36
34.125,-3.956199999999999,94,54,36
34.15,-3.956199999999999,89,58,35
34.175,-3.956199999999999,94,50,33
34.2,-3.956199999999999,44,36,33
34.225,-3.956199999999999,45,33,32
34.25,-3.956199999999999,95,45,32
34.275,-3.956199999999999,90,48,30
34.3,-3.956199999999999,82,54,30
34.325,-3.956199999999999,39,34,29
31.175,-3.9186999999999994,45,20,37
31.2,-3.9186999999999994,46,27,36
31.225,-3.9186999999999994,39,29,45
31.25,-3.9186999999999994,42,33,43
31.275,-3.9186999999999994,50,33,37
31.3,-3.9186999999999994,62,24,27
31.325,-3.9186999999999994,65,24,25
31.35,-3.9186999999999994,66,28,28
31.375,-3.9186999999999994,63,31,31
31.4,-3.9186999999999994,61,38,38
31.425,-3.9186999999999994,59,40,40
31.45,-3.9186999999999994,61,38,38
31.475,-3.9186999999999994,63,39,39
31.5,-3.9186999999999994,72,30,31
31.525,-3.9186999999999994,71,25,33
31.55,-3.9186999999999994,60,23,44
31.575,-3.9186999999999994,55,32,54
31.6,-3.9186999999999994,60,31,51
31.625,-3.9186999999999994,51,34,59
31.65,-3.9186999999999994,48,43,65
31.675,-3.9186999999999994,51,48,64
31.7,-3.9186999999999994,62,48,55
31.725,-3.9186999999999994,65,54,55
31.75,-3.9186999999999994,57,53,62
31.775,-3.9186999999999994,46,44,76
31.8,-3.9186999999999994,45,42,79
31.825,-3.9186999999999994,61,55,64
31.85,-3.9186999999999994,62,60,65
31.875,-3.9186999999999994,66,63,64
31.9,-3.9186999999999994,65,62,65
31.925,-3.9186999999999994,57,54,76
31.95,-3.9186999999999994,44,41,90
31.975,-3.9186999999999994,26,25,110
32,-3.9186999999999994,6,6,133
32.025,-3.9186999999999994,0,0,141
32.05,-3.9186999999999994,0,0,144
32.075,-3.9186999999999994,0,0,146
32.1,-3.9186999999999994,0,0,147
32.125,-3.9186999999999994,15,14,132
32.15,-3.9186999999999994,46,43,101
32.175,-3.9186999999999994,28,26,123
32.2,-3.9186999999999994,5,4,148
32.225,-3.9186999999999994,0,0,155
32.25,-3.9186999999999994,23,22,131
32.275,-3.9186999999999994,66,63,90
32.3,-3.9186999999999994,80,73,78
32.325,-3.9186999999999994,49,43,44
32.35,-3.9186999999999994,50,45,45
32.375,-3.9186999999999994,52,45,45
32.4,-3.9186999999999994,87,80,80
32.425,-3.9186999999999994,89,81,81
32.45,-3.9186999999999994,90,82,82
32.475,-3.9186999999999994,89,83,82
32.5,-3.9186999999999994,90,84,83
32.525,-3.9186999999999994,92,84,84
32.55,-3.9186999999999994,93,85,85
32.575,-3.9186999999999994,95,86,86
32.6,-3.9186999999999994,95,86,86
32.625,-3.9186999999999994,95,86,86
32.65,-3.9186999999999994,96,87,87
32.675,-3.9186999999999994,97,87,87
32.7,-3.9186999999999994,98,88,88
32.725,-3.9186999999999994,99,88,89
32.75,-3.9186999999999994,98,89,90
32.775,-3.9186999999999994,100,90,90
32.8,-3.9186999999999994,102,91,91
32.825,-3.9186999999999994,102,92,92
32.85,-3.9186999999999994,102,91,91
32.875,-3.9186999999999994,103,91,91
32.9,-3.9186999999999994,103,91,91
32.925,-3.9186999999999994,104,95,94
32.95,-3.9186999999999994,104,95,94
32.975,-3.9186999999999994,104,96,94
33,-3.9186999999999994,107,95,95
33.025,-3.9186999999999994,107,96,95
33.05,-3.9186999999999994,107,97,96
33.075,-3.9186999999999994,107,98,97
33.1,-3.9186999999999994,108,98,97
33.125,-3.9186999999999994,109,98,97
33.15,-3.9186999999999994,109,98,96
33.175,-3.9186999999999994,108,100,98
33.2,-3.9186999999999994,110,100,98
33.225,-3.9186999999999994,109,102,99
33.25,-3.9186999999999994,110,103,99
33.275,-3.9186999999999994,110,104,100
33.3,-3.9186999999999994,108,106,100
33.325,-3.9186999999999994,113,102,100
33.35,-3.9186999999999994,111,104,100
33.375,-3.9186999999999994,109,107,101
33.4,-3.9186999999999994,111,108,102
33.425,-3.9186999999999994,110,108,101
33.45,-3.9186999999999994,114,107,103
33.475,-3.9186999999999994,112,109,103
33.5,-3.9186999999999994,112,109,103
33.525,-3.9186999999999994,115,107,103
33.55,-3.9186999999999994,118,104,103
33.575,-3.9186999999999994,109,58,48
33.6,-3.9186999999999994,117,105,103
33.625,-3.9186999999999994,116,107,104
33.65,-3.9186999999999994,117,104,102
33.675,-3.9186999999999994,117,106,104
33.7,-3.9186999999999994,116,105,103
33.725,-3.9186999999999994,106,57,45
33.75,-3.9186999999999994,108,56,45
33.775,-3.9186999999999994,102,61,44
33.8,-3.9186999999999994,116,105,103
33.825,-3.9186999999999994,116,103,101
33.85,-3.9186999999999994,116,105,102
33.875,-3.9186999999999994,114,106,102
33.9,-3.9186999999999994,51,49,42
33.925,-3.9186999999999994,112,106,101
33.95,-3.9186999999999994,112,106,101
33.975,-3.9186999999999994,115,105,102
34,-3.9186999999999994,114,102,100
34.025,-3.9186999999999994,103,51,39
34.05,-3.9186999999999994,113,102,100
34.075,-3.9186999999999994,113,101,99
34.1,-3.9186999999999994,111,100,98
34.125,-3.9186999999999994,109,102,97
34.15,-3.9186999999999994,109,100,97
34.175,-3.9186999999999994,108,101,97
34.2,-3.9186999999999994,47,34,33
34.225,-3.9186999999999994,46,34,33
34.25,-3.9186999999999994,107,98,95
34.275,-3.9186999999999994,87,52,31
34.3,-3.9186999999999994,82,55,30
34.325,-3.9186999999999994,38,34,29
34.35,-3.9186999999999994,77,58,29
31.225,-3.8811999999999998,55,19,30
31.25,-3.8811999999999998,47,31,38
31.275,-3.8811999999999998,48,35,38
31.3,-3.8811999999999998,57,33,33
31.325,-3.8811999999999998,54,39,39
31.35,-3.8811999999999998,56,36,36
31.375,-3.8811999999999998,61,33,33
31.4,-3.8811999999999998,59,38,38
31.425,-3.8811999999999998,60,38,38
31.45,-3.8811999999999998,65,35,35
31.475,-3.8811999999999998,68,33,33
31.5,-3.8811999999999998,76,25,26
31.525,-3.8811999999999998,74,23,31
31.55,-3.8811999999999998,61,20,43
31.575,-3.8811999999999998,54,31,53
31.6,-3.8811999999999998,56,32,52
31.625,-3.8811999999999998,56,37,56
31.65,-3.8811999999999998,50,46,62
31.675,-3.8811999999999998,51,49,64
31.7,-3.8811999999999998,55,48,61
31.725,-3.8811999999999998,60,55,58
31.75,-3.8811999999999998,58,52,60
31.775,-3.8811999999999998,59,53,61
31.8,-3.8811999999999998,65,58,59
31.825,-3.8811999999999998,63,59,62
31.85,-3.8811999999999998,64,61,62
31.875,-3.8811999999999998,65,61,62
31.9,-3.8811999999999998,64,61,66
31.925,-3.8811999999999998,62,58,71
31.95,-3.8811999999999998,28,26,49
31.975,-3.8811999999999998,24,23,111
32,-3.8811999999999998,5,5,134
32.025,-3.8811999999999998,0,0,141
32.05,-3.8811999999999998,0,0,144
32.075,-3.8811999999999998,0,0,144
32.1,-3.8811999999999998,5,5,140
32.125,-3.8811999999999998,34,33,111
32.15,-3.8811999999999998,57,52,90
32.175,-3.8811999999999998,44,40,105
32.2,-3.8811999999999998,16,14,138
32.225,-3.8811999999999998,0,0,153
32.25,-3.8811999999999998,11,10,146
32.275,-3.8811999999999998,54,49,107
32.3,-3.8811999999999998,80,73,79
32.325,-3.8811999999999998,83,75,78
32.35,-3.8811999999999998,80,45,46
32.375,-3.8811999999999998,86,78,79
32.4,-3.8811999999999998,87,79,79
32.425,-3.8811999999999998,89,81,81
32.45,-3.8811999999999998,89,81,81
32.475,-3.8811999999999998,90,82,82
32.5,-3.8811999999999998,92,83,83
32.525,-3.8811999999999998,91,84,83
32.55,-3.8811999999999998,93,83,83
32.575,-3.8811999999999998,93,84,84
32.6,-3.8811999999999998,94,87,86
32.625,-3.8811999999999998,95,87,86
32.65,-3.8811999999999998,96,87,87
32.675,-3.8811999999999998,97,87,87
32.7,-3.8811999999999998,98,87,87
32.725,-3.8811999999999998,98,88,88
32.75,-3.8811999999999998,100,89,89
32.775,-3.8811999999999998,100,90,90
32.8,-3.8811999999999998,101,91,91
32.825,-3.8811999999999998,102,91,91
32.85,-3.8811999999999998,102,91,91
32.875,-3.8811999999999998,103,92,92
32.9,-3.8811999999999998,104,92,92
32.925,-3.8811999999999998,105,95,94
32.95,-3.8811999999999998,104,94,93
32.975,-3.8811999999999998,106,94,93
33,-3.8811999999999998,106,93,93
33.025,-3.8811999999999998,106,95,94
33.05,-3.8811999999999998,107,96,95
33.075,-3.8811999999999998,109,98,97
33.1,-3.8811999999999998,108,98,97
33.125,-3.8811999999999998,110,98,97
33.15,-3.8811999999999998,110,98,96
33.175,-3.8811999999999998,110,101,98
33.2,-3.8811999999999998,110,100,98
33.225,-3.8811999999999998,110,101,98
33.25,-3.8811999999999998,110,103,100
33.275,-3.8811999999999998,110,104,99
33.3,-3.8811999999999998,110,105,100
33.325,-3.8811999999999998,114,101,100
33.35,-3.8811999999999998,114,104,101
33.375,-3.8811999999999998,111,105,100
33.4,-3.8811999999999998,112,107,102
33.425,-3.8811999999999998,111,108,101
33.45,-3.8811999999999998,114,106,102
33.475,-3.8811999999999998,114,107,103
33.5,-3.8811999999999998,115,106,102
33.525,-3.8811999999999998,118,104,103
33.55,-3.8811999999999998,118,104,103
33.575,-3.8811999999999998,118,104,103
33.6,-3.8811999999999998,118,105,103
33.625,-3.8811999999999998,118,105,104
33.65,-3.8811999999999998,113,54,47
33.675,-3.8811999999999998,118,105,103
33.7,-3.8811999999999998,118,105,103
33.725,-3.8811999999999998,118,104,102
33.75,-3.8811999999999998,118,105,103
33.775,-3.8811999999999998,118,105,103
33.8,-3.8811999999999998,108,55,44
33.825,-3.8811999999999998,106,56,44
33.85,-3.8811999999999998,117,104,102
33.875,-3.8811999999999998,116,104,102
33.9,-3.8811999999999998,115,102,100
33.925,-3.8811999999999998,115,104,101
33.95,-3.8811999999999998,103,54,40
33.975,-3.8811999999999998,105,54,41
34,-3.8811999999999998,107,50,40
34.025,-3.8811999999999998,107,48,39
34.05,-3.8811999999999998,109,46,39
34.075,-3.8811999999999998,113,101,99
34.1,-3.8811999999999998,112,102,99
34.125,-3.8811999999999998,108,102,97
34.15,-3.8811999999999998,108,101,97
34.175,-3.8811999999999998,47,37,35
34.2,-3.8811999999999998,48,35,34
34.225,-3.8811999999999998,46,35,33
34.25,-3.8811999999999998,105,99,94
34.275,-3.8811999999999998,42,35,31
34.3,-3.8811999999999998,87,51,30
34.325,-3.8811999999999998,39,34,29
34.35,-3.8811999999999998,38,34,29
34.375,-3.8811999999999998,74,60,28
31.225,-3.8437,49,20,34
31.25,-3.8437,54,24,30
31.275,-3.8437,51,33,34
31.3,-3.8437,57,34,34
31.325,-3.8437,53,37,37
31.35,-3.8437,54,39,39
31.4,-3.8437,57,38,38
31.425,-3.8437,61,36,36
31.45,-3.8437,64,35,35
31.475,-3.8437,71,30,30
31.5,-3.8437,78,26,26
31.525,-3.8437,74,22,28
31.55,-3.8437,66,22,37
31.575,-3.8437,57,30,50
31.6,-3.8437,58,36,50
31.625,-3.8437,56,44,54
31.65,-3.8437,53,51,60
31.675,-3.8437,55,49,58
31.7,-3.8437,58,46,57
31.725,-3.8437,62,51,54
31.75,-3.8437,62,55,57
31.775,-3.8437,62,58,59
31.8,-3.8437,62,58,59
31.825,-3.8437,64,59,60
31.85,-3.8437,65,61,62
31.875,-3.8437,67,61,62
31.9,-3.8437,67,60,63
31.925,-3.8437,64,59,68
31.95,-3.8437,43,40,90
31.975,-3.8437,14,13,121
32,-3.8437,5,5,133
32.025,-3.8437,0,0,141
32.05,-3.8437,0,0,142
32.075,-3.8437,0,0,144
32.1,-3.8437,4,4,139
32.125,-3.8437,38,35,109
32.15,-3.8437,55,50,92
32.175,-3.8437,50,46,97
32.2,-3.8437,27,24,124
32.225,-3.8437,4,3,149
32.25,-3.8437,12,11,145
32.275,-3.8437,39,35,120
32.3,-3.8437,76,70,84
32.325,-3.8437,79,72,80
32.35,-3.8437,78,70,84
32.375,-3.8437,83,76,80
32.4,-3.8437,87,80,80
32.425,-3.8437,89,81,81
32.45,-3.8437,89,81,82
32.475,-3.8437,90,81,81
32.5,-3.8437,91,81,81
32.525,-3.8437,90,81,84
32.55,-3.8437,92,82,85
32.575,-3.8437,93,83,84
32.6,-3.8437,92,84,83
32.625,-3.8437,94,88,86
32.65,-3.8437,96,86,86
32.675,-3.8437,96,86,86
32.7,-3.8437,97,87,87
32.725,-3.8437,98,88,88
32.75,-3.8437,100,89,89
32.775,-3.8437,101,90,90
32.8,-3.8437,101,89,89
32.825,-3.8437,102,90,90
32.85,-3.8437,104,92,92
32.875,-3.8437,103,91,91
32.9,-3.8437,104,92,92
32.925,-3.8437,105,93,93
32.95,-3.8437,106,94,94
32.975,-3.8437,107,93,93
33,-3.8437,107,94,94
33.025,-3.8437,107,94,94
33.05,-3.8437,108,95,95
33.075,-3.8437,109,97,96
33.1,-3.8437,108,97,96
33.125,-3.8437,109,97,96
33.15,-3.8437,109,98,96
33.175,-3.8437,109,100,98
33.2,-3.8437,110,101,98
33.225,-3.8437,110,101,98
33.25,-3.8437,109,103,99
33.275,-3.8437,108,104,98
33.3,-3.8437,110,105,100
33.325,-3.8437,114,100,99
33.35,-3.8437,105,61,50
33.375,-3.8437,113,105,101
33.4,-3.8437,113,104,100
33.425,-3.8437,114,104,101
33.45,-3.8437,116,105,102
33.475,-3.8437,113,107,102
33.5,-3.8437,116,106,103
33.525,-3.8437,117,105,103
33.55,-3.8437,117,105,103
33.575,-3.8437,118,104,103
33.6,-3.8437,119,103,102
33.625,-3.8437,116,51,47
33.65,-3.8437,112,55,47
33.675,-3.8437,119,106,104
33.7,-3.8437,118,104,103
33.725,-3.8437,119,104,103
33.75,-3.8437,118,104,102
33.775,-3.8437,113,51,45
33.8,-3.8437,114,50,44
33.825,-3.8437,118,103,102
33.85,-3.8437,117,104,102
33.875,-3.8437,116,106,102
33.9,-3.8437,117,104,102
33.925,-3.8437,117,104,102
33.95,-3.8437,106,53,41
33.975,-3.8437,103,56,41
34,-3.8437,109,49,40
34.025,-3.8437,115,102,100
34.05,-3.8437,115,101,100
34.075,-3.8437,114,101,100
34.1,-3.8437,113,101,99
34.125,-3.8437,113,102,99
34.15,-3.8437,113,101,99
34.175,-3.8437,47,39,35
34.2,-3.8437,47,36,34
34.225,-3.8437,110,98,96
34.25,-3.8437,109,96,95
34.275,-3.8437,108,97,95
34.3,-3.8437,93,45,30
34.325,-3.8437,40,34,30
34.35,-3.8437,38,35,29
34.375,-3.8437,36,35,29
31.225,-3.8062000000000005,49,22,34
31.25,-3.8062000000000005,62,20,23
31.3,-3.8062000000000005,57,31,31
31.325,-3.8062000000000005,52,37,37
31.35,-3.8062000000000005,53,39,39
31.375,-3.8062000000000005,55,38,38
31.4,-3.8062000000000005,60,36,36
31.425,-3.8062000000000005,63,34,34
31.45,-3.8062000000000005,65,34,34
31.475,-3.8062000000000005,67,32,32
31.5,-3.8062000000000005,72,26,28
31.525,-3.8062000000000005,73,23,29
31.55,-3.8062000000000005,71,26,33
31.575,-3.8062000000000005,66,32,41
31.6,-3.8062000000000005,60,39,46
31.625,-3.8062000000000005,55,48,53
31.65,-3.8062000000000005,56,53,56
31.675,-3.8062000000000005,56,52,58
31.7,-3.8062000000000005,59,51,55
31.725,-3.8062000000000005,64,51,52
31.75,-3.8062000000000005,65,51,52
31.775,-3.8062000000000005,62,56,57
31.8,-3.8062000000000005,62,55,59
31.825,-3.8062000000000005,61,58,62
31.85,-3.8062000000000005,63,59,62
31.875,-3.8062000000000005,65,60,61
31.9,-3.8062000000000005,66,61,62
31.925,-3.8062000000000005,62,59,69
31.95,-3.8062000000000005,51,48,82
31.975,-3.8062000000000005,27,26,106
32,-3.8062000000000005,3,3,134
32.025,-3.8062000000000005,0,0,137
32.05,-3.8062000000000005,0,0,139
32.075,-3.8062000000000005,0,0,143
32.1,-3.8062000000000005,0,0,145
32.125,-3.8062000000000005,12,11,133
32.15,-3.8062000000000005,61,57,86
32.175,-3.8062000000000005,68,63,81
32.2,-3.8062000000000005,31,29,119
32.225,-3.8062000000000005,4,4,149
32.25,-3.8062000000000005,11,10,144
32.275,-3.8062000000000005,58,53,98
32.3,-3.8062000000000005,82,74,77
32.325,-3.8062000000000005,83,75,79
32.35,-3.8062000000000005,76,69,85
32.375,-3.8062000000000005,78,71,87
32.4,-3.8062000000000005,82,75,83
32.425,-3.8062000000000005,80,72,88
32.45,-3.8062000000000005,79,72,90
32.475,-3.8062000000000005,84,76,86
32.5,-3.8062000000000005,89,80,82
32.525,-3.8062000000000005,90,80,83
32.55,-3.8062000000000005,89,82,83
32.575,-3.8062000000000005,93,85,84
32.6,-3.8062000000000005,93,85,84
32.625,-3.8062000000000005,93,86,84
32.65,-3.8062000000000005,95,87,86
32.675,-3.8062000000000005,97,87,87
32.7,-3.8062000000000005,98,88,88
32.725,-3.8062000000000005,98,87,87
32.75,-3.8062000000000005,99,88,88
32.775,-3.8062000000000005,100,88,88
32.8,-3.8062000000000005,101,88,88
32.825,-3.8062000000000005,102,90,90
32.85,-3.8062000000000005,102,90,90
32.875,-3.8062000000000005,103,91,91
32.9,-3.8062000000000005,103,91,91
32.925,-3.8062000000000005,105,92,92
32.95,-3.8062000000000005,105,92,92
32.975,-3.8062000000000005,107,93,93
33,-3.8062000000000005,107,93,93
33.025,-3.8062000000000005,108,94,94
33.05,-3.8062000000000005,107,94,93
33.075,-3.8062000000000005,109,95,95
33.1,-3.8062000000000005,110,96,96
33.125,-3.8062000000000005,110,97,96
33.15,-3.8062000000000005,109,98,96
33.175,-3.8062000000000005,111,99,97
33.2,-3.8062000000000005,110,99,97
33.225,-3.8062000000000005,111,100,97
33.25,-3.8062000000000005,109,103,99
33.275,-3.8062000000000005,109,105,99
33.3,-3.8062000000000005,111,103,99
33.325,-3.8062000000000005,114,101,99
33.35,-3.8062000000000005,113,101,99
33.375,-3.8062000000000005,113,103,100
33.4,-3.8062000000000005,115,103,101
33.425,-3.8062000000000005,116,103,101
33.45,-3.8062000000000005,115,104,101
33.475,-3.8062000000000005,114,107,102
33.5,-3.8062000000000005,115,106,102
33.525,-3.8062000000000005,115,104,101
33.55,-3.8062000000000005,116,107,103
33.575,-3.8062000000000005,118,106,103
33.6,-3.8062000000000005,120,103,103
33.625,-3.8062000000000005,115,52,47
33.65,-3.8062000000000005,119,104,102
33.675,-3.8062000000000005,119,103,102
33.7,-3.8062000000000005,119,104,103
33.725,-3.8062000000000005,116,51,46
33.75,-3.8062000000000005,115,50,45
33.775,-3.8062000000000005,113,51,45
33.8,-3.8062000000000005,114,51,44
33.825,-3.8062000000000005,111,53,44
33.85,-3.8062000000000005,118,104,102
33.875,-3.8062000000000005,117,105,102
33.9,-3.8062000000000005,120,104,103
33.925,-3.8062000000000005,110,51,42
33.95,-3.8062000000000005,110,50,41
33.975,-3.8062000000000005,116,103,101
34,-3.8062000000000005,116,104,102
34.025,-3.8062000000000005,116,103,101
34.05,-3.8062000000000005,116,101,100
34.075,-3.8062000000000005,114,102,100
34.1,-3.8062000000000005,114,101,99
34.125,-3.8062000000000005,113,101,99
34.15,-3.8062000000000005,110,102,98
34.175,-3.8062000000000005,48,38,35
34.2,-3.8062000000000005,48,36,34
34.225,-3.8062000000000005,110,98,96
34.25,-3.8062000000000005,108,99,96
34.275,-3.8062000000000005,107,98,95
34.3,-3.8062000000000005,107,98,95
34.325,-3.8062000000000005,42,34,31
34.35,-3.8062000000000005,103,98,93
34.375,-3.8062000000000005,36,37,29
31.225,-3.768699999999999,41,24,41
31.25,-3.768699999999999,45,35,38
31.275,-3.768699999999999,50,34,34
31.3,-3.768699999999999,54,32,32
31.325,-3.768699999999999,58,31,31
31.35,-3.768699999999999,60,30,30
31.375,-3.768699999999999,57,35,35
31.4,-3.768699999999999,61,33,33
31.425,-3.768699999999999,63,33,33
31.45,-3.768699999999999,67,31,31
31.475,-3.768699999999999,68,31,31
31.5,-3.768699999999999,72,26,28
31.525,-3.768699999999999,75,21,27
31.55,-3.768699999999999,71,25,32
31.575,-3.768699999999999,66,33,38
31.6,-3.768699999999999,62,41,44
31.625,-3.768699999999999,54,51,54
31.65,-3.768699999999999,55,53,56
31.675,-3.768699999999999,56,53,56
31.7,-3.768699999999999,59,50,53
31.725,-3.768699999999999,63,49,52
31.75,-3.768699999999999,66,48,51
31.775,-3.768699999999999,62,55,57
31.8,-3.768699999999999,61,56,59
31.825,-3.768699999999999,61,58,61
31.85,-3.768699999999999,63,56,59
31.875,-3.768699999999999,64,59,62
31.9,-3.768699999999999,66,61,62
31.925,-3.768699999999999,66,62,65
31.95,-3.768699999999999,60,55,72
31.975,-3.768699999999999,40,37,95
32,-3.768699999999999,16,15,121
32.025,-3.768699999999999,3,3,136
32.05,-3.768699999999999,0,0,143
32.075,-3.768699999999999,0,0,143
32.1,-3.768699999999999,0,0,145
32.125,-3.768699999999999,0,0,147
32.15,-3.768699999999999,24,22,123
32.175,-3.768699999999999,51,47,96
32.2,-3.768699999999999,50,46,100
32.225,-3.768699999999999,17,10,96
32.25,-3.768699999999999,11,10,142
32.275,-3.768699999999999,44,40,112
32.3,-3.768699999999999,73,69,84
32.325,-3.768699999999999,84,76,76
32.35,-3.768699999999999,82,74,81
32.375,-3.768699999999999,79,71,84
32.4,-3.768699999999999,82,74,83
32.425,-3.768699999999999,75,68,92
32.45,-3.768699999999999,70,64,99
32.475,-3.768699999999999,79,72,89
32.5,-3.768699999999999,87,82,82
32.525,-3.768699999999999,89,81,81
32.55,-3.768699999999999,93,84,83
32.575,-3.768699999999999,92,85,83
32.6,-3.768699999999999,93,85,83
32.625,-3.768699999999999,93,87,85
32.65,-3.768699999999999,96,85,85
32.675,-3.768699999999999,98,86,86
32.7,-3.768699999999999,97,86,86
32.725,-3.768699999999999,98,86,86
32.75,-3.768699999999999,99,88,88
32.775,-3.768699999999999,100,88,88
32.8,-3.768699999999999,100,88,88
32.825,-3.768699999999999,102,90,90
32.85,-3.768699999999999,103,90,90
32.875,-3.768699999999999,103,91,91
32.9,-3.768699999999999,104,91,91
32.925,-3.768699999999999,105,92,92
32.95,-3.768699999999999,104,93,92
32.975,-3.768699999999999,105,94,93
33,-3.768699999999999,106,94,93
33.025,-3.768699999999999,109,95,95
33.05,-3.768699999999999,108,93,93
33.075,-3.768699999999999,107,95,94
33.1,-3.768699999999999,110,96,96
33.125,-3.768699999999999,111,97,96
33.15,-3.768699999999999,110,98,96
33.175,-3.768699999999999,110,97,96
33.2,-3.768699999999999,109,53,49
33.225,-3.768699999999999,113,99,98
33.25,-3.768699999999999,111,101,98
33.275,-3.768699999999999,109,103,98
33.3,-3.768699999999999,111,101,98
